"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"5883","Raymond","US-Canada Border",2018-08-01,"Bus Passengers",-104.575,48.99667,18.8633,6,389.536189294516
"5884","Northgate","US-Canada Border",2018-08-01,"Trains",-102.39634,48.89848,18.8633,6,666.57142510135
"5885","Portland","US-Canada Border",2018-08-01,"Personal Vehicles",-70.27676,43.65539,18.8633,6,-5991.87214652206
"5886","Naco","US-Mexico Border",2018-08-01,"Truck Containers Empty",-109.9475,31.33528,18.8633,6,2033.86870753729
"5887","Sweetgrass","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-111.95972,48.99611,18.8633,6,22590.3739992086
"5888","Trout River","US-Canada Border",2018-08-01,"Trains",-73.44253,44.99001,18.8633,6,317.922428311817
"5889","Roosville","US-Canada Border",2018-08-01,"Truck Containers Empty",-115.04512,48.88171,18.8633,6,865.74099667051
"5890","Otay Mesa","US-Mexico Border",2018-08-01,"Buses",-117.05333,32.57333,18.8633,6,21156.9408855642
"5891","Port Angeles","US-Canada Border",2018-08-01,"Personal Vehicles",-123.4328,48.11365,18.8633,6,574.776036390434
"5892","Piegan","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-113.43406,48.85152,18.8633,6,9454.34600309086
"5893","Laredo","US-Mexico Border",2018-08-01,"Personal Vehicles",-99.50722,27.50611,18.8633,6,480316.339869007
"5894","Ferry","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-118.58774,48.88627,18.8633,6,-18058.847692147
"5895","Porthill","US-Canada Border",2018-08-01,"Trucks",-116.49828,48.99282,18.8633,6,245.058434399813
"5896","Highgate Springs-Alburg","US-Canada Border",2018-08-01,"Rail Containers Empty",-73.10583,44.97944,18.8633,6,3245.35631840948
"5897","Highgate Springs-Alburg","US-Canada Border",2018-08-01,"Bus Passengers",-73.10583,44.97944,18.8633,6,3245.35631840948
"5898","Santa Teresa","US-Mexico Border",2018-08-01,"Bus Passengers",-106.67903,31.85,18.8633,6,3059.90130373174
"5899","Del Rio","US-Mexico Border",2018-08-01,"Trucks",-100.89639,29.3625,18.8633,6,3237.68081242456
"5900","Champlain-Rouses Point","US-Canada Border",2018-08-01,"Trains",-73.44694,44.98639,18.8633,6,11933.9537166187
"5901","Westhope","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-101.02001,48.9094,18.8633,6,-19083.4247690277
"5902","Laurier","US-Canada Border",2018-08-01,"Trucks",-118.22302,48.99892,18.8633,6,245.274487004216
"5903","Porthill","US-Canada Border",2018-08-01,"Personal Vehicles",-116.49828,48.99282,18.8633,6,5298.03488565852
"5904","Friday Harbor","US-Canada Border",2018-08-01,"Personal Vehicles",-123.01415,48.53231,18.8633,6,-3896.79448739802
"5905","Dalton Cache","US-Canada Border",2018-08-01,"Buses",-135.40995,59.10606,18.8633,6,1078.79125526612
"5906","Lukeville","US-Mexico Border",2018-08-01,"Bus Passengers",-112.815,31.8825,18.8633,6,2141.46706085635
"5907","Sweetgrass","US-Canada Border",2018-08-01,"Pedestrians",-111.95972,48.99611,18.8633,6,2892.12129264422
"5908","Antler","US-Canada Border",2018-08-01,"Truck Containers Full",-101.28194,48.97083,18.8633,6,171.320638529004
"5909","Trout River","US-Canada Border",2018-08-01,"Personal Vehicles",-73.44253,44.99001,18.8633,6,7779.56378912819
"5910","Sumas","US-Canada Border",2018-08-01,"Pedestrians",-122.26361,49.00028,18.8633,6,3053.43057005117
"5911","Derby Line","US-Canada Border",2018-08-01,"Buses",-72.09944,45.005,18.8633,6,2884.5502078409
"5912","Antler","US-Canada Border",2018-08-01,"Personal Vehicles",-101.28194,48.97083,18.8633,6,-4876.71358500993
"5913","Blaine","US-Canada Border",2018-08-01,"Truck Containers Empty",-122.74583,48.99389,18.8633,6,13584.2460050491
"5914","Massena","US-Canada Border",2018-08-01,"Buses",-74.74,44.98944,18.8633,6,1324.81066352659
"5915","Buffalo-Niagara Falls","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-79.05694,43.09444,18.8633,6,1110182.77989974
"5916","Point Roberts","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-123.07994,48.96978,18.8633,6,99745.6923230234
"5917","Jackman","US-Canada Border",2018-08-01,"Trucks",-70.255,45.62389,18.8633,6,2736.32486284039
"5918","Skagway","US-Canada Border",2018-08-01,"Train Passengers",-135.30656,59.47197,18.8633,6,3369.69101901388
"5919","Buffalo-Niagara Falls","US-Canada Border",2018-08-01,"Bus Passengers",-79.05694,43.09444,18.8633,6,35713.2898095374
"5920","Jackman","US-Canada Border",2018-08-01,"Bus Passengers",-70.255,45.62389,18.8633,6,2736.32486284039
"5921","Metaline Falls","US-Canada Border",2018-08-01,"Truck Containers Empty",-117.36037,48.85798,18.8633,6,742.241632527913
"5922","Calexico","US-Mexico Border",2018-08-01,"Pedestrians",-115.49806,32.67889,18.8633,6,447565.005604342
"5923","Eastport","US-Canada Border",2018-08-01,"Rail Containers Full",-116.18028,48.99944,18.8633,6,1848.83162348832
"5924","Presidio","US-Mexico Border",2018-08-01,"Truck Containers Full",-104.37167,29.56056,18.8633,6,2140.75481867239
"5925","Massena","US-Canada Border",2018-08-01,"Truck Containers Full",-74.74,44.98944,18.8633,6,1324.81066352659
"5926","Tecate","US-Mexico Border",2018-08-01,"Truck Containers Full",-116.62667,32.57722,18.8633,6,3223.30565537756
"5927","Ogdensburg","US-Canada Border",2018-08-01,"Bus Passengers",-75.48167,44.70667,18.8633,6,947.800343027841
"5928","Buffalo-Niagara Falls","US-Canada Border",2018-08-01,"Rail Containers Empty",-79.05694,43.09444,18.8633,6,35713.2898095374
"5929","Portal","US-Canada Border",2018-08-01,"Truck Containers Full",-102.54917,48.99583,18.8633,6,3488.19696614325
"5930","Dunseith","US-Canada Border",2018-08-01,"Truck Containers Full",-100.05863,48.81369,18.8633,6,1244.1418640276
"5931","Rio Grande City","US-Mexico Border",2018-08-01,"Trucks",-98.82,26.37944,18.8633,6,2513.48576987614
"5932","Sarles","US-Canada Border",2018-08-01,"Truck Containers Empty",-98.99457,48.94105,18.8633,6,316.361268916001
"5933","Sherwood","US-Canada Border",2018-08-01,"Truck Containers Empty",-101.55954,48.99719,18.8633,6,118.179830247574
"5934","Detroit","US-Canada Border",2018-08-01,"Trucks",-83.10222,42.38306,18.8633,6,42091.8412320689
"5935","Progreso","US-Mexico Border",2018-08-01,"Personal Vehicles",-97.94889,26.06167,18.8633,6,68718.6642739624
"5936","Grand Portage","US-Canada Border",2018-08-01,"Bus Passengers",-89.68472,47.96389,18.8633,6,1011.2783691407
"5937","Baudette","US-Canada Border",2018-08-01,"Personal Vehicles",-94.72512,48.70731,18.8633,6,9452.23216430201
"5938","Lynden","US-Canada Border",2018-08-01,"Truck Containers Full",-122.44316,48.94802,18.8633,6,1124.00349453285
"5939","Oroville","US-Canada Border",2018-08-01,"Bus Passengers",-119.43444,48.93917,18.8633,6,1033.89160434198
"5940","Danville","US-Canada Border",2018-08-01,"Personal Vehicles",-118.50309,48.99617,18.8633,6,-873.06389363822
"5941","Eastport","US-Canada Border",2018-08-01,"Pedestrians",-116.18028,48.99944,18.8633,6,1848.83162348832
"5942","Sault Sainte Marie","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-84.29889,46.47028,18.8633,6,173247.94691702
"5943","Highgate Springs-Alburg","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-73.10583,44.97944,18.8633,6,57615.9040387444
"5944","Northgate","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-102.39634,48.89848,18.8633,6,-15582.2765566866
"5945","Calais","US-Canada Border",2018-08-01,"Trucks",-67.27917,45.18889,18.8633,6,1994.25659525014
"5946","Lancaster","US-Canada Border",2018-08-01,"Buses",-96.82024,48.84911,18.8633,6,790.339206181678
"5947","Douglas","US-Mexico Border",2018-08-01,"Bus Passengers",-109.54472,31.34444,18.8633,6,2681.09744868217
"5948","Maida","US-Canada Border",2018-08-01,"Truck Containers Empty",-98.36953,48.98568,18.8633,6,128.64217243554
"5949","Beecher Falls","US-Canada Border",2018-08-01,"Truck Containers Empty",-71.49664,45.00808,18.8633,6,275.408173309444
"5950","El Paso","US-Mexico Border",2018-08-01,"Rail Containers Full",-106.48639,31.75861,18.8633,6,20965.822184537
"5951","Carbury","US-Canada Border",2018-08-01,"Trucks",-100.68648,48.90957,18.8633,6,457.85579381654
"5952","Van Buren","US-Canada Border",2018-08-01,"Train Passengers",-67.94271,47.16207,18.8633,6,466.474861498174
"5953","Port Angeles","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-123.4328,48.11365,18.8633,6,-8422.0673596059
"5954","Scobey","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-105.44272,48.80707,18.8633,6,-11559.9577509087
"5955","Eagle Pass","US-Mexico Border",2018-08-01,"Truck Containers Full",-100.49917,28.70889,18.8633,6,5859.26291856072
"5956","Boundary","US-Canada Border",2018-08-01,"Rail Containers Full",-117.89655,48.54648,18.8633,6,1971.43131141817
"5957","Warroad","US-Canada Border",2018-08-01,"Buses",-95.3261,48.89625,18.8633,6,931.681564187319
"5958","Presidio","US-Mexico Border",2018-08-01,"Trucks",-104.37167,29.56056,18.8633,6,2140.75481867239
"5959","Norton","US-Canada Border",2018-08-01,"Train Passengers",-71.79528,45.01,18.8633,6,566.84306988636
"5960","Lukeville","US-Mexico Border",2018-08-01,"Trucks",-112.815,31.8825,18.8633,6,2141.46706085635
"5961","Sweetgrass","US-Canada Border",2018-08-01,"Trains",-111.95972,48.99611,18.8633,6,2892.12129264422
"5962","Otay Mesa","US-Mexico Border",2018-08-01,"Bus Passengers",-117.05333,32.57333,18.8633,6,21156.9408855642
"5963","Norton","US-Canada Border",2018-08-01,"Bus Passengers",-71.79528,45.01,18.8633,6,566.84306988636
"5964","Scobey","US-Canada Border",2018-08-01,"Trucks",-105.44272,48.80707,18.8633,6,822.467228867326
"5965","Blaine","US-Canada Border",2018-08-01,"Rail Containers Full",-122.74583,48.99389,18.8633,6,13584.2460050491
"5966","Ferry","US-Canada Border",2018-08-01,"Trucks",-118.58774,48.88627,18.8633,6,450.451497896641
"5967","Skagway","US-Canada Border",2018-08-01,"Pedestrians",-135.30656,59.47197,18.8633,6,3369.69101901388
"5968","Detroit","US-Canada Border",2018-08-01,"Train Passengers",-83.10222,42.38306,18.8633,6,42091.8412320689
"5969","Pinecreek","US-Canada Border",2018-08-01,"Personal Vehicles",-95.81074,48.77518,18.8633,6,-1198.25513497753
"5970","Portal","US-Canada Border",2018-08-01,"Rail Containers Full",-102.54917,48.99583,18.8633,6,3488.19696614325
"5971","El Paso","US-Mexico Border",2018-08-01,"Train Passengers",-106.48639,31.75861,18.8633,6,20965.822184537
"5972","Port Huron","US-Canada Border",2018-08-01,"Truck Containers Full",-82.47889,42.97583,18.8633,6,22504.2942547171
"5973","Beecher Falls","US-Canada Border",2018-08-01,"Personal Vehicles",-71.49664,45.00808,18.8633,6,863.542419470596
"5974","Scobey","US-Canada Border",2018-08-01,"Personal Vehicles",-105.44272,48.80707,18.8633,6,-1586.4553104382
"5975","Lancaster","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-96.82024,48.84911,18.8633,6,-894.344390863651
"5976","Laredo","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-99.50722,27.50611,18.8633,6,997741.805167061
"5977","Richford","US-Canada Border",2018-08-01,"Personal Vehicles",-72.67832,44.98588,18.8633,6,5300.12523120069
"5978","Nighthawk","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-119.63538,48.82366,18.8633,6,-13125.0715062535
"5979","Jackman","US-Canada Border",2018-08-01,"Personal Vehicles",-70.255,45.62389,18.8633,6,12302.5136539124
"5980","Fort Kent","US-Canada Border",2018-08-01,"Buses",-68.58458,47.26878,18.8633,6,204.458385263345
"5981","Port Huron","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-82.47889,42.97583,18.8633,6,319574.221009092
"5982","Derby Line","US-Canada Border",2018-08-01,"Trucks",-72.09944,45.005,18.8633,6,2884.5502078409
"5983","Fortuna","US-Canada Border",2018-08-01,"Personal Vehicles",-103.77906,48.91086,18.8633,6,-3775.21837155045
"5984","Calais","US-Canada Border",2018-08-01,"Bus Passengers",-67.27917,45.18889,18.8633,6,1994.25659525014
"5985","Fortuna","US-Canada Border",2018-08-01,"Trucks",-103.77906,48.91086,18.8633,6,477.47633416221
"5986","Calais","US-Canada Border",2018-08-01,"Train Passengers",-67.27917,45.18889,18.8633,6,1994.25659525014
"5987","Eastport","US-Canada Border",2018-08-01,"Trucks",-66.99387,44.90357,18.8633,6,-30.0474837775319
"5988","Eastport","US-Canada Border",2018-08-01,"Truck Containers Empty",-66.99387,44.90357,18.8633,6,-30.0474837775319
"5989","Limestone","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-67.82708,46.90941,18.8633,6,-20645.6751354994
"5990","Buffalo-Niagara Falls","US-Canada Border",2018-08-01,"Rail Containers Full",-79.05694,43.09444,18.8633,6,35713.2898095374
"5991","Pembina","US-Canada Border",2018-08-01,"Rail Containers Empty",-97.24333,48.96639,18.8633,6,5499.47933866818
"5992","Dunseith","US-Canada Border",2018-08-01,"Personal Vehicles",-100.05863,48.81369,18.8633,6,3042.51539679533
"5993","Sherwood","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-101.55954,48.99719,18.8633,6,-26018.4072434982
"5994","Roseau","US-Canada Border",2018-08-01,"Truck Containers Empty",-95.81074,48.77518,18.8633,6,1103.00241837215
"5995","Carbury","US-Canada Border",2018-08-01,"Truck Containers Full",-100.68648,48.90957,18.8633,6,457.85579381654
"5996","Jackman","US-Canada Border",2018-08-01,"Train Passengers",-70.255,45.62389,18.8633,6,2736.32486284039
"5997","Noonan","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-103.00333,48.88232,18.8633,6,-13517.221444442
"5998","Richford","US-Canada Border",2018-08-01,"Rail Containers Empty",-72.67832,44.98588,18.8633,6,371.820204454919
"5999","Ketchikan","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-131.64031,55.33897,18.8633,6,-18497.5562737259
"6000","Brownsville","US-Mexico Border",2018-08-01,"Personal Vehicles",-97.49722,25.90139,18.8633,6,483009.107480049
"6001","Jackman","US-Canada Border",2018-08-01,"Rail Containers Empty",-70.255,45.62389,18.8633,6,2736.32486284039
"6002","Sault Sainte Marie","US-Canada Border",2018-08-01,"Truck Containers Full",-84.29889,46.47028,18.8633,6,2497.84301368782
"6003","Antler","US-Canada Border",2018-08-01,"Trucks",-101.28194,48.97083,18.8633,6,171.320638529004
"6004","Roosville","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-115.04512,48.88171,18.8633,6,3404.07064797999
"6005","Sumas","US-Canada Border",2018-08-01,"Train Passengers",-122.26361,49.00028,18.8633,6,3053.43057005117
"6006","Laredo","US-Mexico Border",2018-08-01,"Trucks",-99.50722,27.50611,18.8633,6,47729.2858888475
"6007","Calais","US-Canada Border",2018-08-01,"Trains",-67.27917,45.18889,18.8633,6,1994.25659525014
"6008","Eagle Pass","US-Mexico Border",2018-08-01,"Pedestrians",-100.49917,28.70889,18.8633,6,45522.0920210034
"6009","Boquillas","US-Mexico Border",2018-08-01,"Pedestrians",-102.95,29.19,18.8633,6,-703.672794878483
"6010","Trout River","US-Canada Border",2018-08-01,"Rail Containers Empty",-73.44253,44.99001,18.8633,6,317.922428311817
"6011","Northgate","US-Canada Border",2018-08-01,"Rail Containers Full",-102.39634,48.89848,18.8633,6,666.57142510135
"6012","Neche","US-Canada Border",2018-08-01,"Truck Containers Empty",-97.55444,48.98611,18.8633,6,320.30246072924
"6013","Buffalo-Niagara Falls","US-Canada Border",2018-08-01,"Buses",-79.05694,43.09444,18.8633,6,35713.2898095374
"6014","Opheim","US-Canada Border",2018-08-01,"Truck Containers Full",-106.40265,48.85574,18.8633,6,628.628499416614
"6015","Lukeville","US-Mexico Border",2018-08-01,"Personal Vehicles",-112.815,31.8825,18.8633,6,7999.53779706359
"6016","Dunseith","US-Canada Border",2018-08-01,"Trucks",-100.05863,48.81369,18.8633,6,1244.1418640276
"6017","Boundary","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-117.89655,48.54648,18.8633,6,14746.5219387989
"6018","Whitlash","US-Canada Border",2018-08-01,"Truck Containers Empty",-111.249,48.90372,18.8633,6,415.705717236772
"6019","Metaline Falls","US-Canada Border",2018-08-01,"Pedestrians",-117.36037,48.85798,18.8633,6,742.241632527913
"6020","Laredo","US-Mexico Border",2018-08-01,"Truck Containers Empty",-99.50722,27.50611,18.8633,6,47729.2858888475
"6021","Roseau","US-Canada Border",2018-08-01,"Bus Passengers",-95.81074,48.77518,18.8633,6,1103.00241837215
"6022","Richford","US-Canada Border",2018-08-01,"Truck Containers Full",-72.67832,44.98588,18.8633,6,371.820204454919
"6023","Oroville","US-Canada Border",2018-08-01,"Truck Containers Full",-119.43444,48.93917,18.8633,6,1033.89160434198
"6024","Jackman","US-Canada Border",2018-08-01,"Buses",-70.255,45.62389,18.8633,6,2736.32486284039
"6025","Eastport","US-Canada Border",2018-08-01,"Bus Passengers",-116.18028,48.99944,18.8633,6,1848.83162348832
"6026","Noonan","US-Canada Border",2018-08-01,"Pedestrians",-103.00333,48.88232,18.8633,6,560.915646231974
"6027","Eastport","US-Canada Border",2018-08-01,"Trains",-116.18028,48.99944,18.8633,6,1848.83162348832
"6028","Hansboro","US-Canada Border",2018-08-01,"Truck Containers Full",-99.3825,48.95,18.8633,6,298.010296727772
"6029","Baudette","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-94.72512,48.70731,18.8633,6,5590.50212329337
"6030","Tecate","US-Mexico Border",2018-08-01,"Personal Vehicles",-116.62667,32.57722,18.8633,6,62296.9265257567
"6031","Walhalla","US-Canada Border",2018-08-01,"Trucks",-97.91778,48.92333,18.8633,6,551.63428193448
"6032","Calais","US-Canada Border",2018-08-01,"Truck Containers Full",-67.27917,45.18889,18.8633,6,1994.25659525014
"6033","Dalton Cache","US-Canada Border",2018-08-01,"Trucks",-135.40995,59.10606,18.8633,6,1078.79125526612
"6034","Brownsville","US-Mexico Border",2018-08-01,"Buses",-97.49722,25.90139,18.8633,6,8517.60869721596
"6035","Derby Line","US-Canada Border",2018-08-01,"Pedestrians",-72.09944,45.005,18.8633,6,2884.5502078409
"6036","Limestone","US-Canada Border",2018-08-01,"Truck Containers Full",-67.82708,46.90941,18.8633,6,179.584361429684
"6037","Andrade","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-114.63402,32.7394,18.8633,6,-120613.597119886
"6038","Columbus","US-Mexico Border",2018-08-01,"Truck Containers Full",-107.63944,31.8275,18.8633,6,2222.31401392782
"6039","Calais","US-Canada Border",2018-08-01,"Rail Containers Full",-67.27917,45.18889,18.8633,6,1994.25659525014
"6040","Columbus","US-Mexico Border",2018-08-01,"Buses",-107.63944,31.8275,18.8633,6,2222.31401392782
"6041","Danville","US-Canada Border",2018-08-01,"Pedestrians",-118.50309,48.99617,18.8633,6,77.8585121101723
"6042","Rio Grande City","US-Mexico Border",2018-08-01,"Personal Vehicles",-98.82,26.37944,18.8633,6,47394.6310183257
"6043","Naco","US-Mexico Border",2018-08-01,"Trucks",-109.9475,31.33528,18.8633,6,2033.86870753729
"6044","Ogdensburg","US-Canada Border",2018-08-01,"Personal Vehicles",-75.48167,44.70667,18.8633,6,17474.9098133506
"6045","Champlain-Rouses Point","US-Canada Border",2018-08-01,"Rail Containers Full",-73.44694,44.98639,18.8633,6,11933.9537166187
