"","Port.Name","Border","Date","Measure","Lon","Lat","EXMXUS_20191202","LRUNTTTTCAM156S","PredictedValue"
"5651","Otay Mesa","US-Mexico Border",2018-08-01,"Personal Vehicles",-117.05333,32.57333,18.8633,6,528013.262760237
"5652","Presidio","US-Mexico Border",2018-08-01,"Pedestrians",-104.37167,29.56056,18.8633,6,-15577.9682524353
"5653","Whitlash","US-Canada Border",2018-08-01,"Personal Vehicles",-111.249,48.90372,18.8633,6,-4263.12439490938
"5654","Port Huron","US-Canada Border",2018-08-01,"Bus Passengers",-82.47889,42.97583,18.8633,6,22504.2942547171
"5655","Whitlash","US-Canada Border",2018-08-01,"Truck Containers Full",-111.249,48.90372,18.8633,6,415.705717236772
"5656","Neche","US-Canada Border",2018-08-01,"Trucks",-97.55444,48.98611,18.8633,6,320.30246072924
"5657","Neche","US-Canada Border",2018-08-01,"Personal Vehicles",-97.55444,48.98611,18.8633,6,-2460.48457734114
"5658","Hansboro","US-Canada Border",2018-08-01,"Bus Passengers",-99.3825,48.95,18.8633,6,298.010296727772
"5659","Roosville","US-Canada Border",2018-08-01,"Truck Containers Full",-115.04512,48.88171,18.8633,6,865.74099667051
"5660","Douglas","US-Mexico Border",2018-08-01,"Buses",-109.54472,31.34444,18.8633,6,2681.09744868217
"5661","Alcan","US-Canada Border",2018-08-01,"Trucks",-142.98928,63.33693,18.8633,6,-1849.16689983292
"5662","Madawaska","US-Canada Border",2018-08-01,"Personal Vehicles",-68.3271,47.35446,18.8633,6,49280.896478879
"5663","Ketchikan","US-Canada Border",2018-08-01,"Pedestrians",-131.64031,55.33897,18.8633,6,67.7245580058161
"5664","Dalton Cache","US-Canada Border",2018-08-01,"Bus Passengers",-135.40995,59.10606,18.8633,6,1078.79125526612
"5665","Rio Grande City","US-Mexico Border",2018-08-01,"Truck Containers Empty",-98.82,26.37944,18.8633,6,2513.48576987614
"5666","Hannah","US-Canada Border",2018-08-01,"Personal Vehicles",-98.701,48.97029,18.8633,6,-5495.13557628742
"5667","Pembina","US-Canada Border",2018-08-01,"Train Passengers",-97.24333,48.96639,18.8633,6,5499.47933866818
"5668","Wildhorse","US-Canada Border",2018-08-01,"Personal Vehicles",-109.67761,48.54863,18.8633,6,5250.61852224647
"5669","Dalton Cache","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-135.40995,59.10606,18.8633,6,-5072.43545010882
"5670","Raymond","US-Canada Border",2018-08-01,"Personal Vehicles",-104.575,48.99667,18.8633,6,-4048.54097389187
"5671","Carbury","US-Canada Border",2018-08-01,"Truck Containers Empty",-100.68648,48.90957,18.8633,6,457.85579381654
"5672","Andrade","US-Mexico Border",2018-08-01,"Pedestrians",-114.63402,32.7394,18.8633,6,47135.2065532804
"5673","El Paso","US-Mexico Border",2018-08-01,"Trains",-106.48639,31.75861,18.8633,6,20965.822184537
"5674","Trout River","US-Canada Border",2018-08-01,"Train Passengers",-73.44253,44.99001,18.8633,6,317.922428311817
"5675","Baudette","US-Canada Border",2018-08-01,"Buses",-94.72512,48.70731,18.8633,6,368.470830615996
"5676","Detroit","US-Canada Border",2018-08-01,"Bus Passengers",-83.10222,42.38306,18.8633,6,42091.8412320689
"5677","Whitlash","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-111.249,48.90372,18.8633,6,-20698.5162566408
"5678","Grand Portage","US-Canada Border",2018-08-01,"Trucks",-89.68472,47.96389,18.8633,6,1011.2783691407
"5679","Alcan","US-Canada Border",2018-08-01,"Pedestrians",-142.98928,63.33693,18.8633,6,-1849.16689983292
"5680","Grand Portage","US-Canada Border",2018-08-01,"Truck Containers Full",-89.68472,47.96389,18.8633,6,1011.2783691407
"5681","Piegan","US-Canada Border",2018-08-01,"Truck Containers Empty",-113.43406,48.85152,18.8633,6,751.746680937308
"5682","Whitlash","US-Canada Border",2018-08-01,"Trucks",-111.249,48.90372,18.8633,6,415.705717236772
"5683","Sumas","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-122.26361,49.00028,18.8633,6,116871.767460119
"5684","Laredo","US-Mexico Border",2018-08-01,"Buses",-99.50722,27.50611,18.8633,6,47729.2858888475
"5685","Laurier","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-118.22302,48.99892,18.8633,6,-19281.4983772725
"5686","Roma","US-Mexico Border",2018-08-01,"Truck Containers Full",-99.01833,26.40361,18.8633,6,2543.62486061384
"5687","Jackman","US-Canada Border",2018-08-01,"Pedestrians",-70.255,45.62389,18.8633,6,2736.32486284039
"5688","Port Huron","US-Canada Border",2018-08-01,"Train Passengers",-82.47889,42.97583,18.8633,6,22504.2942547171
"5689","International Falls-Ranier","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-93.41083,48.60111,18.8633,6,57489.8366224574
"5690","Port Huron","US-Canada Border",2018-08-01,"Trucks",-82.47889,42.97583,18.8633,6,22504.2942547171
"5691","Laredo","US-Mexico Border",2018-08-01,"Pedestrians",-99.50722,27.50611,18.8633,6,340932.19933188
"5692","Oroville","US-Canada Border",2018-08-01,"Truck Containers Empty",-119.43444,48.93917,18.8633,6,1033.89160434198
"5693","San Ysidro","US-Mexico Border",2018-08-01,"Personal Vehicles",-117.02667,32.54306,18.8633,6,1121957.70313981
"5694","Sweetgrass","US-Canada Border",2018-08-01,"Truck Containers Empty",-111.95972,48.99611,18.8633,6,2892.12129264422
"5695","Van Buren","US-Canada Border",2018-08-01,"Personal Vehicles",-67.94271,47.16207,18.8633,6,18344.7142957785
"5696","Otay Mesa","US-Mexico Border",2018-08-01,"Rail Containers Empty",-117.05333,32.57333,18.8633,6,21156.9408855642
"5697","Portal","US-Canada Border",2018-08-01,"Trains",-102.54917,48.99583,18.8633,6,3488.19696614325
"5698","Eastport","US-Canada Border",2018-08-01,"Truck Containers Full",-116.18028,48.99944,18.8633,6,1848.83162348832
"5699","Danville","US-Canada Border",2018-08-01,"Truck Containers Empty",-118.50309,48.99617,18.8633,6,77.8585121101723
"5700","Columbus","US-Mexico Border",2018-08-01,"Truck Containers Empty",-107.63944,31.8275,18.8633,6,2222.31401392782
"5701","International Falls-Ranier","US-Canada Border",2018-08-01,"Train Passengers",-93.41083,48.60111,18.8633,6,4705.2374262492
"5702","Maida","US-Canada Border",2018-08-01,"Truck Containers Full",-98.36953,48.98568,18.8633,6,128.64217243554
"5703","Del Bonita","US-Canada Border",2018-08-01,"Bus Passengers",-112.32481,48.63274,18.8633,6,1331.17303068069
"5704","Detroit","US-Canada Border",2018-08-01,"Truck Containers Full",-83.10222,42.38306,18.8633,6,42091.8412320689
"5705","Point Roberts","US-Canada Border",2018-08-01,"Truck Containers Full",-123.07994,48.96978,18.8633,6,420.529508467568
"5706","Boundary","US-Canada Border",2018-08-01,"Trucks",-117.89655,48.54648,18.8633,6,1971.43131141817
"5707","Ogdensburg","US-Canada Border",2018-08-01,"Trucks",-75.48167,44.70667,18.8633,6,947.800343027841
"5708","Hidalgo","US-Mexico Border",2018-08-01,"Trucks",-98.26278,26.1,18.8633,6,17976.1170617859
"5709","Westhope","US-Canada Border",2018-08-01,"Trucks",-101.02001,48.9094,18.8633,6,512.21147179162
"5710","Portal","US-Canada Border",2018-08-01,"Trucks",-102.54917,48.99583,18.8633,6,3488.19696614325
"5711","Columbus","US-Mexico Border",2018-08-01,"Trucks",-107.63944,31.8275,18.8633,6,2222.31401392782
"5712","Turner","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-108.40599,48.84361,18.8633,6,-14890.3261931628
"5713","Nogales","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-110.93361,31.34028,18.8633,6,550420.511984226
"5714","Dunseith","US-Canada Border",2018-08-01,"Bus Passengers",-100.05863,48.81369,18.8633,6,1244.1418640276
"5715","Boundary","US-Canada Border",2018-08-01,"Pedestrians",-117.89655,48.54648,18.8633,6,1971.43131141817
"5716","Maida","US-Canada Border",2018-08-01,"Trucks",-98.36953,48.98568,18.8633,6,128.64217243554
"5717","Van Buren","US-Canada Border",2018-08-01,"Rail Containers Full",-67.94271,47.16207,18.8633,6,466.474861498174
"5718","Nogales","US-Mexico Border",2018-08-01,"Trains",-110.93361,31.34028,18.8633,6,10066.6632223583
"5719","Columbus","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-107.63944,31.8275,18.8633,6,62441.4546620667
"5720","Highgate Springs-Alburg","US-Canada Border",2018-08-01,"Rail Containers Full",-73.10583,44.97944,18.8633,6,3245.35631840948
"5721","Opheim","US-Canada Border",2018-08-01,"Trucks",-106.40265,48.85574,18.8633,6,628.628499416614
"5722","Presidio","US-Mexico Border",2018-08-01,"Buses",-104.37167,29.56056,18.8633,6,2140.75481867239
"5723","Sherwood","US-Canada Border",2018-08-01,"Truck Containers Full",-101.55954,48.99719,18.8633,6,118.179830247574
"5724","Brownsville","US-Mexico Border",2018-08-01,"Pedestrians",-97.49722,25.90139,18.8633,6,225649.217406027
"5725","Bridgewater","US-Canada Border",2018-08-01,"Personal Vehicles",-67.84262,46.41923,18.8633,6,601.98561591758
"5726","Opheim","US-Canada Border",2018-08-01,"Pedestrians",-106.40265,48.85574,18.8633,6,628.628499416614
"5727","Northgate","US-Canada Border",2018-08-01,"Truck Containers Empty",-102.39634,48.89848,18.8633,6,666.57142510135
"5728","Sasabe","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-111.54139,31.48861,18.8633,6,-130144.465042713
"5729","Turner","US-Canada Border",2018-08-01,"Bus Passengers",-108.40599,48.84361,18.8633,6,676.216185418431
"5730","Sarles","US-Canada Border",2018-08-01,"Personal Vehicles",-98.99457,48.94105,18.8633,6,-4459.55837418036
"5731","Morgan","US-Canada Border",2018-08-01,"Truck Containers Full",-107.85719,48.78541,18.8633,6,916.604358562073
"5732","San Luis","US-Mexico Border",2018-08-01,"Buses",-114.78139,32.48694,18.8633,6,2660.45448776996
"5733","Hidalgo","US-Mexico Border",2018-08-01,"Bus Passengers",-98.26278,26.1,18.8633,6,17976.1170617859
"5734","St. John","US-Canada Border",2018-08-01,"Truck Containers Empty",-99.71915,48.94208,18.8633,6,310.263697822354
"5735","Houlton","US-Canada Border",2018-08-01,"Buses",-67.84083,46.12611,18.8633,6,2109.17225750953
"5736","Nogales","US-Mexico Border",2018-08-01,"Truck Containers Full",-110.93361,31.34028,18.8633,6,10066.6632223583
"5737","Derby Line","US-Canada Border",2018-08-01,"Truck Containers Empty",-72.09944,45.005,18.8633,6,2884.5502078409
"5738","Antler","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-101.28194,48.97083,18.8633,6,-24430.4879051592
"5739","Sweetgrass","US-Canada Border",2018-08-01,"Rail Containers Full",-111.95972,48.99611,18.8633,6,2892.12129264422
"5740","Beecher Falls","US-Canada Border",2018-08-01,"Truck Containers Full",-71.49664,45.00808,18.8633,6,275.408173309444
"5741","Eastport","US-Canada Border",2018-08-01,"Bus Passengers",-66.99387,44.90357,18.8633,6,-30.0474837775319
"5742","Santa Teresa","US-Mexico Border",2018-08-01,"Pedestrians",-106.67903,31.85,18.8633,6,-4248.87396909297
"5743","Progreso","US-Mexico Border",2018-08-01,"Trucks",-97.94889,26.06167,18.8633,6,2656.88248896021
"5744","Vanceboro","US-Canada Border",2018-08-01,"Rail Containers Empty",-67.42955,45.55984,18.8633,6,295.852125613667
"5745","Brownsville","US-Mexico Border",2018-08-01,"Trucks",-97.49722,25.90139,18.8633,6,8517.60869721596
"5746","International Falls-Ranier","US-Canada Border",2018-08-01,"Truck Containers Full",-93.41083,48.60111,18.8633,6,4705.2374262492
"5747","Blaine","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-122.74583,48.99389,18.8633,6,590504.327746215
"5748","Skagway","US-Canada Border",2018-08-01,"Trains",-135.30656,59.47197,18.8633,6,3369.69101901388
"5749","Rio Grande City","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-98.82,26.37944,18.8633,6,34592.5354778289
"5750","Baudette","US-Canada Border",2018-08-01,"Trucks",-94.72512,48.70731,18.8633,6,368.470830615996
"5751","Sumas","US-Canada Border",2018-08-01,"Truck Containers Empty",-122.26361,49.00028,18.8633,6,3053.43057005117
"5752","Madawaska","US-Canada Border",2018-08-01,"Truck Containers Empty",-68.3271,47.35446,18.8633,6,587.93457360581
"5753","Boundary","US-Canada Border",2018-08-01,"Truck Containers Empty",-117.89655,48.54648,18.8633,6,1971.43131141817
"5754","Morgan","US-Canada Border",2018-08-01,"Truck Containers Empty",-107.85719,48.78541,18.8633,6,916.604358562073
"5755","Walhalla","US-Canada Border",2018-08-01,"Truck Containers Empty",-97.91778,48.92333,18.8633,6,551.63428193448
"5756","Madawaska","US-Canada Border",2018-08-01,"Pedestrians",-68.3271,47.35446,18.8633,6,587.93457360581
"5757","Laurier","US-Canada Border",2018-08-01,"Truck Containers Empty",-118.22302,48.99892,18.8633,6,245.274487004216
"5758","Westhope","US-Canada Border",2018-08-01,"Personal Vehicles",-101.02001,48.9094,18.8633,6,-3419.03676465027
"5759","Jackman","US-Canada Border",2018-08-01,"Trains",-70.255,45.62389,18.8633,6,2736.32486284039
"5760","Frontier","US-Canada Border",2018-08-01,"Personal Vehicles",-117.78134,48.91016,18.8633,6,-1175.62634464204
"5761","Trout River","US-Canada Border",2018-08-01,"Trucks",-73.44253,44.99001,18.8633,6,317.922428311817
"5762","Morgan","US-Canada Border",2018-08-01,"Trucks",-107.85719,48.78541,18.8633,6,916.604358562073
"5763","Presidio","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-104.37167,29.56056,18.8633,6,-49292.7278291464
"5764","El Paso","US-Mexico Border",2018-08-01,"Pedestrians",-106.48639,31.75861,18.8633,6,586050.867010742
"5765","Norton","US-Canada Border",2018-08-01,"Personal Vehicles",-71.79528,45.01,18.8633,6,465.994789357046
"5766","Porthill","US-Canada Border",2018-08-01,"Bus Passengers",-116.49828,48.99282,18.8633,6,245.058434399813
"5767","Alcan","US-Canada Border",2018-08-01,"Truck Containers Empty",-142.98928,63.33693,18.8633,6,-1849.16689983292
"5768","Alexandria Bay","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-75.91806,44.33583,18.8633,6,98468.5578074561
"5769","Raymond","US-Canada Border",2018-08-01,"Pedestrians",-104.575,48.99667,18.8633,6,389.536189294516
"5770","Raymond","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-104.575,48.99667,18.8633,6,-22033.1366337124
"5771","Roma","US-Mexico Border",2018-08-01,"Buses",-99.01833,26.40361,18.8633,6,2543.62486061384
"5772","Port Angeles","US-Canada Border",2018-08-01,"Buses",-123.4328,48.11365,18.8633,6,118.562379578631
"5773","Norton","US-Canada Border",2018-08-01,"Trucks",-71.79528,45.01,18.8633,6,566.84306988636
"5774","Derby Line","US-Canada Border",2018-08-01,"Bus Passengers",-72.09944,45.005,18.8633,6,2884.5502078409
"5775","Dunseith","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-100.05863,48.81369,18.8633,6,-976.433811970153
"5776","Alcan","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-142.98928,63.33693,18.8633,6,-60800.8966103858
"5777","Lancaster","US-Canada Border",2018-08-01,"Bus Passengers",-96.82024,48.84911,18.8633,6,790.339206181678
"5778","Dalton Cache","US-Canada Border",2018-08-01,"Pedestrians",-135.40995,59.10606,18.8633,6,1078.79125526612
"5779","Cross Border Xpress","US-Mexico Border",2018-08-01,"Pedestrians",-116.975,32.54722,18.8633,6,100282.393775642
"5780","Champlain-Rouses Point","US-Canada Border",2018-08-01,"Bus Passengers",-73.44694,44.98639,18.8633,6,11933.9537166187
"5781","Oroville","US-Canada Border",2018-08-01,"Trucks",-119.43444,48.93917,18.8633,6,1033.89160434198
"5782","Sasabe","US-Mexico Border",2018-08-01,"Pedestrians",-111.54139,31.48861,18.8633,6,-6989.97138005495
"5783","Hidalgo","US-Mexico Border",2018-08-01,"Personal Vehicles",-98.26278,26.1,18.8633,6,507839.389029309
"5784","Lancaster","US-Canada Border",2018-08-01,"Truck Containers Empty",-96.82024,48.84911,18.8633,6,790.339206181678
"5785","Sweetgrass","US-Canada Border",2018-08-01,"Train Passengers",-111.95972,48.99611,18.8633,6,2892.12129264422
"5786","Fort Kent","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-68.58458,47.26878,18.8633,6,5106.27706813383
"5787","Raymond","US-Canada Border",2018-08-01,"Trucks",-104.575,48.99667,18.8633,6,389.536189294516
"5788","Vanceboro","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-67.42955,45.55984,18.8633,6,-20582.5955403937
"5789","Sault Sainte Marie","US-Canada Border",2018-08-01,"Bus Passengers",-84.29889,46.47028,18.8633,6,2497.84301368782
"5790","Alcan","US-Canada Border",2018-08-01,"Truck Containers Full",-142.98928,63.33693,18.8633,6,-1849.16689983292
"5791","Highgate Springs-Alburg","US-Canada Border",2018-08-01,"Buses",-73.10583,44.97944,18.8633,6,3245.35631840948
"5792","Laurier","US-Canada Border",2018-08-01,"Truck Containers Full",-118.22302,48.99892,18.8633,6,245.274487004216
"5793","Roseau","US-Canada Border",2018-08-01,"Buses",-95.81074,48.77518,18.8633,6,1103.00241837215
"5794","Douglas","US-Mexico Border",2018-08-01,"Truck Containers Empty",-109.54472,31.34444,18.8633,6,2681.09744868217
"5795","Douglas","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-109.54472,31.34444,18.8633,6,206872.87054677
"5796","Frontier","US-Canada Border",2018-08-01,"Trucks",-117.78134,48.91016,18.8633,6,789.212237441513
"5797","Nogales","US-Mexico Border",2018-08-01,"Personal Vehicles",-110.93361,31.34028,18.8633,6,271463.202431634
"5798","Roma","US-Mexico Border",2018-08-01,"Truck Containers Empty",-99.01833,26.40361,18.8633,6,2543.62486061384
"5799","Frontier","US-Canada Border",2018-08-01,"Pedestrians",-117.78134,48.91016,18.8633,6,789.212237441513
"5800","Carbury","US-Canada Border",2018-08-01,"Personal Vehicles",-100.68648,48.90957,18.8633,6,-3036.20963961342
"5801","Baudette","US-Canada Border",2018-08-01,"Bus Passengers",-94.72512,48.70731,18.8633,6,368.470830615996
"5802","Lukeville","US-Mexico Border",2018-08-01,"Truck Containers Full",-112.815,31.8825,18.8633,6,2141.46706085635
"5803","Maida","US-Canada Border",2018-08-01,"Personal Vehicles",-98.36953,48.98568,18.8633,6,-4938.16220167572
"5804","Detroit","US-Canada Border",2018-08-01,"Personal Vehicles",-83.10222,42.38306,18.8633,6,484795.516312945
"5805","Laredo","US-Mexico Border",2018-08-01,"Bus Passengers",-99.50722,27.50611,18.8633,6,47729.2858888475
"5806","Turner","US-Canada Border",2018-08-01,"Trucks",-108.40599,48.84361,18.8633,6,676.216185418431
"5807","Blaine","US-Canada Border",2018-08-01,"Truck Containers Full",-122.74583,48.99389,18.8633,6,13584.2460050491
"5808","El Paso","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-106.48639,31.75861,18.8633,6,2212695.46039852
"5809","Roseau","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-95.81074,48.77518,18.8633,6,-4241.666666241
"5810","Eastport","US-Canada Border",2018-08-01,"Pedestrians",-66.99387,44.90357,18.8633,6,-30.0474837775319
"5811","Lynden","US-Canada Border",2018-08-01,"Buses",-122.44316,48.94802,18.8633,6,1124.00349453285
"5812","Sault Sainte Marie","US-Canada Border",2018-08-01,"Rail Containers Full",-84.29889,46.47028,18.8633,6,2497.84301368782
"5813","Lukeville","US-Mexico Border",2018-08-01,"Buses",-112.815,31.8825,18.8633,6,2141.46706085635
"5814","International Falls-Ranier","US-Canada Border",2018-08-01,"Rail Containers Full",-93.41083,48.60111,18.8633,6,4705.2374262492
"5815","Roosville","US-Canada Border",2018-08-01,"Personal Vehicles",-115.04512,48.88171,18.8633,6,6673.04658768406
"5816","Lukeville","US-Mexico Border",2018-08-01,"Pedestrians",-112.815,31.8825,18.8633,6,-5205.93369305134
"5817","Roseau","US-Canada Border",2018-08-01,"Truck Containers Full",-95.81074,48.77518,18.8633,6,1103.00241837215
"5818","Brownsville","US-Mexico Border",2018-08-01,"Truck Containers Full",-97.49722,25.90139,18.8633,6,8517.60869721596
"5819","Norton","US-Canada Border",2018-08-01,"Pedestrians",-71.79528,45.01,18.8633,6,566.84306988636
"5820","Fortuna","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-103.77906,48.91086,18.8633,6,-20594.1700230661
"5821","Roma","US-Mexico Border",2018-08-01,"Bus Passengers",-99.01833,26.40361,18.8633,6,2543.62486061384
"5822","Danville","US-Canada Border",2018-08-01,"Trucks",-118.50309,48.99617,18.8633,6,77.8585121101723
"5823","Richford","US-Canada Border",2018-08-01,"Rail Containers Full",-72.67832,44.98588,18.8633,6,371.820204454919
"5824","Port Huron","US-Canada Border",2018-08-01,"Trains",-82.47889,42.97583,18.8633,6,22504.2942547171
"5825","Norton","US-Canada Border",2018-08-01,"Rail Containers Empty",-71.79528,45.01,18.8633,6,566.84306988636
"5826","Andrade","US-Mexico Border",2018-08-01,"Personal Vehicles",-114.63402,32.7394,18.8633,6,-66319.3139197379
"5827","Skagway","US-Canada Border",2018-08-01,"Truck Containers Full",-135.30656,59.47197,18.8633,6,3369.69101901388
"5828","Metaline Falls","US-Canada Border",2018-08-01,"Truck Containers Full",-117.36037,48.85798,18.8633,6,742.241632527913
"5829","Sweetgrass","US-Canada Border",2018-08-01,"Truck Containers Full",-111.95972,48.99611,18.8633,6,2892.12129264422
"5830","Willow Creek","US-Canada Border",2018-08-01,"Personal Vehicles",-109.67761,48.54863,18.8633,6,5511.93067614441
"5831","Eagle Pass","US-Mexico Border",2018-08-01,"Rail Containers Empty",-100.49917,28.70889,18.8633,6,5859.26291856072
"5832","Ferry","US-Canada Border",2018-08-01,"Pedestrians",-118.58774,48.88627,18.8633,6,450.451497896641
"5833","Eastport","US-Canada Border",2018-08-01,"Train Passengers",-116.18028,48.99944,18.8633,6,1848.83162348832
"5834","Northgate","US-Canada Border",2018-08-01,"Train Passengers",-102.39634,48.89848,18.8633,6,666.57142510135
"5835","Dalton Cache","US-Canada Border",2018-08-01,"Personal Vehicles",-135.40995,59.10606,18.8633,6,867.869618004752
"5836","Portal","US-Canada Border",2018-08-01,"Bus Passengers",-102.54917,48.99583,18.8633,6,3488.19696614325
"5837","Noonan","US-Canada Border",2018-08-01,"Trucks",-103.00333,48.88232,18.8633,6,560.915646231974
"5838","Derby Line","US-Canada Border",2018-08-01,"Personal Vehicles",-72.09944,45.005,18.8633,6,50399.3099957058
"5839","Calexico","US-Mexico Border",2018-08-01,"Personal Vehicles",-115.49806,32.67889,18.8633,6,429221.000195563
"5840","Otay Mesa","US-Mexico Border",2018-08-01,"Pedestrians",-117.05333,32.57333,18.8633,6,215927.802896649
"5841","Calais","US-Canada Border",2018-08-01,"Personal Vehicles",-67.27917,45.18889,18.8633,6,84882.9450852469
"5842","Westhope","US-Canada Border",2018-08-01,"Truck Containers Full",-101.02001,48.9094,18.8633,6,512.21147179162
"5843","Neche","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-97.55444,48.98611,18.8633,6,-19524.8098567362
"5844","Roseau","US-Canada Border",2018-08-01,"Trucks",-95.81074,48.77518,18.8633,6,1103.00241837215
"5845","Northgate","US-Canada Border",2018-08-01,"Trucks",-102.39634,48.89848,18.8633,6,666.57142510135
"5846","Opheim","US-Canada Border",2018-08-01,"Truck Containers Empty",-106.40265,48.85574,18.8633,6,628.628499416614
"5847","Ketchikan","US-Canada Border",2018-08-01,"Personal Vehicles",-131.64031,55.33897,18.8633,6,-3840.37246552356
"5848","Portland","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-70.27676,43.65539,18.8633,6,-28238.1339340267
"5849","Fort Kent","US-Canada Border",2018-08-01,"Trucks",-68.58458,47.26878,18.8633,6,204.458385263345
"5850","Vanceboro","US-Canada Border",2018-08-01,"Trucks",-67.42955,45.55984,18.8633,6,295.852125613667
"5851","Derby Line","US-Canada Border",2018-08-01,"Truck Containers Full",-72.09944,45.005,18.8633,6,2884.5502078409
"5852","Skagway","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-135.30656,59.47197,18.8633,6,-8364.94537643912
"5853","Jackman","US-Canada Border",2018-08-01,"Truck Containers Empty",-70.255,45.62389,18.8633,6,2736.32486284039
"5854","Port Angeles","US-Canada Border",2018-08-01,"Bus Passengers",-123.4328,48.11365,18.8633,6,118.562379578631
"5855","Oroville","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-119.43444,48.93917,18.8633,6,17066.8584868907
"5856","Oroville","US-Canada Border",2018-08-01,"Personal Vehicles",-119.43444,48.93917,18.8633,6,19457.249851351
"5857","Boundary","US-Canada Border",2018-08-01,"Rail Containers Empty",-117.89655,48.54648,18.8633,6,1971.43131141817
"5858","Lynden","US-Canada Border",2018-08-01,"Truck Containers Empty",-122.44316,48.94802,18.8633,6,1124.00349453285
"5859","Danville","US-Canada Border",2018-08-01,"Truck Containers Full",-118.50309,48.99617,18.8633,6,77.8585121101723
"5860","Port Huron","US-Canada Border",2018-08-01,"Buses",-82.47889,42.97583,18.8633,6,22504.2942547171
"5861","Blaine","US-Canada Border",2018-08-01,"Rail Containers Empty",-122.74583,48.99389,18.8633,6,13584.2460050491
"5862","Baudette","US-Canada Border",2018-08-01,"Truck Containers Full",-94.72512,48.70731,18.8633,6,368.470830615996
"5863","Santa Teresa","US-Mexico Border",2018-08-01,"Buses",-106.67903,31.85,18.8633,6,3059.90130373174
"5864","Houlton","US-Canada Border",2018-08-01,"Pedestrians",-67.84083,46.12611,18.8633,6,2109.17225750953
"5865","Norton","US-Canada Border",2018-08-01,"Truck Containers Empty",-71.79528,45.01,18.8633,6,566.84306988636
"5866","Houlton","US-Canada Border",2018-08-01,"Bus Passengers",-67.84083,46.12611,18.8633,6,2109.17225750953
"5867","Presidio","US-Mexico Border",2018-08-01,"Bus Passengers",-104.37167,29.56056,18.8633,6,2140.75481867239
"5868","Ogdensburg","US-Canada Border",2018-08-01,"Truck Containers Empty",-75.48167,44.70667,18.8633,6,947.800343027841
"5869","Alcan","US-Canada Border",2018-08-01,"Bus Passengers",-142.98928,63.33693,18.8633,6,-1849.16689983292
"5870","Calexico East","US-Mexico Border",2018-08-01,"Trucks",-115.48433,32.67524,18.8633,6,8568.50275981172
"5871","San Luis","US-Mexico Border",2018-08-01,"Truck Containers Full",-114.78139,32.48694,18.8633,6,2660.45448776996
"5872","Westhope","US-Canada Border",2018-08-01,"Truck Containers Empty",-101.02001,48.9094,18.8633,6,512.21147179162
"5873","Santa Teresa","US-Mexico Border",2018-08-01,"Personal Vehicle Passengers",-106.67903,31.85,18.8633,6,104027.896576104
"5874","Nogales","US-Mexico Border",2018-08-01,"Truck Containers Empty",-110.93361,31.34028,18.8633,6,10066.6632223583
"5875","Noonan","US-Canada Border",2018-08-01,"Personal Vehicles",-103.00333,48.88232,18.8633,6,-1089.04857272878
"5876","Van Buren","US-Canada Border",2018-08-01,"Pedestrians",-67.94271,47.16207,18.8633,6,466.474861498174
"5877","Lynden","US-Canada Border",2018-08-01,"Personal Vehicle Passengers",-122.44316,48.94802,18.8633,6,83367.7576762833
"5878","Naco","US-Mexico Border",2018-08-01,"Personal Vehicles",-109.9475,31.33528,18.8633,6,6070.1547639519
"5879","Houlton","US-Canada Border",2018-08-01,"Trucks",-67.84083,46.12611,18.8633,6,2109.17225750953
"5880","Warroad","US-Canada Border",2018-08-01,"Personal Vehicles",-95.3261,48.89625,18.8633,6,6184.05757992981
"5881","Jackman","US-Canada Border",2018-08-01,"Rail Containers Full",-70.255,45.62389,18.8633,6,2736.32486284039
"5882","Antler","US-Canada Border",2018-08-01,"Truck Containers Empty",-101.28194,48.97083,18.8633,6,171.320638529004
